,PassengerId,Age,SibSp,Parch,Fare,Sex_dummy,Embarked_Q,Embarked_C,Mrs.,Master.,Miss.,Family survive rate,Survived,C1,C2,Is Family Survive
335,335,40.033618594771745,1,0,133.65,1,0,0,1,0,0,1.0,1,1,0,1
336,336,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
337,337,29.0,1,0,66.6,0,0,0,0,0,0,1.0,0,1,0,1
338,338,41.0,0,0,134.5,1,1,0,0,0,1,0.0,1,1,0,0
339,339,45.0,0,0,8.05,0,0,0,0,0,0,0.0,1,0,0,0
340,340,45.0,0,0,35.5,0,0,0,0,0,0,0.0,0,1,0,0
341,341,2.0,1,1,26.0,0,0,0,0,1,0,0.5,1,0,1,1
342,342,24.0,3,2,263.0,1,0,0,0,0,1,0.3333333333333333,1,1,0,1
343,343,28.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
344,344,25.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
345,345,36.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
346,346,24.0,0,0,13.0,1,0,0,0,0,1,0.6666666666666666,1,0,1,1
347,347,40.0,0,0,13.0,1,0,0,0,0,1,0.0,1,0,1,0
348,348,29.127410333010193,1,0,16.1,1,0,0,1,0,0,0.0,1,0,0,0
349,349,3.0,1,1,15.9,0,0,0,0,1,0,1.0,1,0,0,1
350,350,42.0,0,0,8.6625,0,0,0,0,0,0,0.0,0,0,0,0
351,351,23.0,0,0,9.225,0,0,0,0,0,0,0.0,0,0,0,0
352,352,39.049573365040004,0,0,35.0,0,0,0,0,0,0,0.0,0,1,0,0
353,353,15.0,1,1,7.2292,0,1,0,0,0,0,0.0,0,0,0,0
354,354,25.0,1,0,17.8,0,0,0,0,0,0,0.0,0,0,0,0
355,355,25.71167672294393,0,0,7.225,0,1,0,0,0,0,0.0,0,0,0,0
356,356,28.0,0,0,9.5,0,0,0,0,0,0,0.0,0,0,0,0
357,357,22.0,0,1,55.0,1,0,0,0,0,1,0.0,1,1,0,0
358,358,38.0,0,0,13.0,1,0,0,0,0,1,0.0,0,0,1,0
359,359,20.903397140479434,0,0,7.8792,1,0,1,0,0,1,0.0,1,0,0,0
360,360,20.903397140479434,0,0,7.8792,1,0,1,0,0,1,0.0,1,0,0,0
361,361,40.0,1,4,27.9,0,0,0,0,0,0,0.0,0,0,0,0
362,362,29.0,1,0,27.7208,0,1,0,0,0,0,0.0,0,0,1,0
363,363,45.0,0,1,14.4542,1,1,0,1,0,0,0.0,0,0,0,0
364,364,35.0,0,0,7.05,0,0,0,0,0,0,0.0,0,0,0,0
365,365,30.0092502583179,1,0,15.5,0,0,1,0,0,0,0.5,0,0,0,1
366,366,30.0,0,0,7.25,0,0,0,0,0,0,0.0,0,0,0,0
367,367,60.0,1,0,75.25,1,1,0,1,0,0,0.0,1,1,0,0
368,368,27.598404665842978,0,0,7.2292,1,1,0,1,0,0,0.0,1,0,0,0
369,369,20.899618063614305,0,0,7.75,1,0,1,0,0,1,0.0,1,0,0,0
370,370,24.0,0,0,69.3,1,1,0,0,0,0,0.0,1,1,0,0
371,371,25.0,1,0,55.4417,0,1,0,0,0,0,0.0,1,1,0,0
372,372,18.0,1,0,6.4958,0,0,0,0,0,0,0.0,0,0,0,0
373,373,19.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
374,374,22.0,0,0,135.6333,0,1,0,0,0,0,0.0,0,1,0,0
375,375,3.0,3,1,21.075,1,0,0,0,0,1,0.0,0,0,0,0
376,376,36.15613782878019,1,0,82.1708,1,1,0,1,0,0,0.0,1,1,0,0
377,377,22.0,0,0,7.25,1,0,0,0,0,1,0.0,1,0,0,0
378,378,27.0,0,2,211.5,0,1,0,0,0,0,0.0,0,1,0,0
379,379,20.0,0,0,4.0125,0,1,0,0,0,0,0.0,0,0,0,0
380,380,19.0,0,0,7.775,0,0,0,0,0,0,0.0,0,0,0,0
381,381,42.0,0,0,227.525,1,1,0,0,0,1,0.0,1,1,0,0
382,382,1.0,0,2,15.7417,1,1,0,0,0,1,1.0,1,0,0,1
383,383,32.0,0,0,7.925,0,0,0,0,0,0,0.0,0,0,0,0
384,384,35.0,1,0,52.0,1,0,0,1,0,0,0.0,1,1,0,0
385,385,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
386,386,18.0,0,0,73.5,0,0,0,0,0,0,0.5,0,0,1,1
387,387,1.0,5,2,46.9,0,0,0,0,1,0,0.0,0,0,0,0
388,388,36.0,0,0,13.0,1,0,0,0,0,1,0.0,1,0,1,0
389,389,30.90487198378738,0,0,7.7292,0,0,1,0,0,0,0.0,0,0,0,0
390,390,17.0,0,0,12.0,1,1,0,0,0,1,0.0,1,0,1,0
391,391,36.0,1,2,120.0,0,0,0,0,0,0,0.6,1,1,0,1
392,392,21.0,0,0,7.7958,0,0,0,0,0,0,0.0,1,0,0,0
393,393,28.0,2,0,7.925,0,0,0,0,0,0,0.0,0,0,0,0
394,394,23.0,1,0,113.275,1,1,0,0,0,1,0.5,1,1,0,1
395,395,24.0,0,2,16.7,1,0,0,1,0,0,1.0,1,0,0,1
396,396,22.0,0,0,7.7958,0,0,0,0,0,0,0.0,0,0,0,0
397,397,31.0,0,0,7.8542,1,0,0,0,0,1,0.0,0,0,0,0
398,398,46.0,0,0,26.0,0,0,0,0,0,0,0.0,0,0,1,0
399,399,23.0,0,0,10.5,0,0,0,0,0,0,0.0,0,0,1,0
400,400,28.0,0,0,12.65,1,0,0,1,0,0,0.0,1,0,1,0
401,401,39.0,0,0,7.925,0,0,0,0,0,0,0.0,1,0,0,0
402,402,26.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
403,403,21.0,1,0,9.825,1,0,0,0,0,1,0.5,0,0,0,1
404,404,28.0,1,0,15.85,0,0,0,0,0,0,1.0,0,0,0,1
405,405,20.0,0,0,8.6625,1,0,0,0,0,1,0.0,0,0,0,0
406,406,34.0,1,0,21.0,0,0,0,0,0,0,0.0,0,0,1,0
407,407,51.0,0,0,7.75,0,0,0,0,0,0,0.0,0,0,0,0
408,408,3.0,1,1,18.75,0,0,0,0,1,0,1.0,1,0,1,1
409,409,21.0,0,0,7.775,0,0,0,0,0,0,0.0,0,0,0,0
410,410,15.202508746635239,3,1,25.4667,1,0,0,0,0,1,0.0,0,0,0,0
411,411,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
412,412,33.171080502359096,0,0,6.8583,0,0,1,0,0,0,0.6666666666666666,0,0,0,1
413,413,33.0,1,0,90.0,1,0,1,0,0,1,0.0,1,1,0,0
414,414,33.190455208237054,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0
415,415,44.0,0,0,7.925,0,0,0,0,0,0,0.0,1,0,0,0
416,416,29.50663402339229,0,0,8.05,1,0,0,1,0,0,0.0,0,0,0,0
417,417,34.0,1,1,32.5,1,0,0,1,0,0,0.0,1,0,1,0
418,418,18.0,0,2,13.0,1,0,0,0,0,1,0.0,1,0,1,0
419,419,30.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
420,420,10.0,0,2,24.15,1,0,0,0,0,1,0.0,0,0,0,0
421,421,25.70805735952555,0,0,7.8958,0,1,0,0,0,0,0.0,0,0,0,0
422,422,21.0,0,0,7.7333,0,0,1,0,0,0,0.0,0,0,0,0
423,423,29.0,0,0,7.875,0,0,0,0,0,0,0.0,0,0,0,0
424,424,28.0,1,1,14.4,1,0,0,1,0,0,0.0,0,0,0,0
425,425,18.0,1,1,20.2125,0,0,0,0,0,0,0.0,0,0,0,0
426,426,27.10337327026601,0,0,7.25,0,0,0,0,0,0,0.0,0,0,0,0
427,427,28.0,1,0,26.0,1,0,0,1,0,0,0.0,1,0,1,0
428,428,19.0,0,0,26.0,1,0,0,1,0,1,0.0,1,0,1,0
430,429,32.60089187829336,0,0,7.75,0,0,1,0,0,0,0.5,0,0,0,1
431,430,32.0,0,0,8.05,0,0,0,0,0,0,0.0,1,0,0,0
432,431,28.0,0,0,26.55,0,0,0,0,0,0,0.0,1,1,0,0
433,432,29.127410333010193,1,0,16.1,1,0,0,1,0,0,0.0,1,0,0,0
434,433,42.0,1,0,26.0,1,0,0,1,0,0,0.0,1,0,1,0
435,434,17.0,0,0,7.125,0,0,0,0,0,0,0.0,0,0,0,0
436,435,50.0,1,0,55.9,0,0,0,0,0,0,1.0,0,1,0,1
437,436,14.0,1,2,120.0,1,0,0,0,0,1,0.6,1,1,0,1
438,437,21.0,2,2,34.375,1,0,0,0,0,1,0.0,0,0,0,0
439,438,24.0,2,3,18.75,1,0,0,1,0,0,1.0,1,0,1,1
440,439,64.0,1,4,263.0,0,0,0,0,0,0,0.6666666666666666,0,1,0,1
441,440,31.0,0,0,10.5,0,0,0,0,0,0,0.0,0,0,1,0
442,441,45.0,1,1,26.25,1,0,0,1,0,0,0.3333333333333333,1,0,1,1
443,442,20.0,0,0,9.5,0,0,0,0,0,0,0.0,0,0,0,0
444,443,25.0,1,0,7.775,0,0,0,0,0,0,0.0,0,0,0,0
445,444,28.0,0,0,13.0,1,0,0,0,0,0,0.0,1,0,1,0
446,445,27.098719571770612,0,0,8.1125,0,0,0,0,0,0,0.0,1,0,0,0
447,446,4.0,0,2,81.8583,0,0,0,0,1,0,0.0,1,1,0,0
448,447,13.0,0,1,19.5,1,0,0,0,0,1,1.0,1,0,1,1
449,448,34.0,0,0,26.55,0,0,0,0,0,0,0.0,1,1,0,0
450,449,5.0,2,1,19.2583,1,1,0,0,0,1,1.0,1,0,0,1
451,450,52.0,0,0,30.5,0,0,0,0,0,0,0.0,1,1,0,0
452,451,36.0,1,2,27.75,0,0,0,0,0,0,1.0,0,0,1,1
453,452,24.484933361238,1,0,19.9667,0,0,0,0,0,0,0.0,0,0,0,0
454,453,30.0,0,0,27.75,0,1,0,0,0,0,0.0,0,1,0,0
455,454,49.0,1,0,89.1042,0,1,0,0,0,0,1.0,1,1,0,1
456,455,27.09905679629961,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
457,456,29.0,0,0,7.8958,0,1,0,0,0,0,0.0,1,0,0,0
458,457,65.0,0,0,26.55,0,0,0,0,0,0,0.0,0,1,0,0
459,458,36.016022642847936,1,0,51.8625,1,0,0,1,0,0,0.0,1,1,0,0
460,459,50.0,0,0,10.5,1,0,0,0,0,1,0.0,1,0,1,0
461,460,30.90475975546834,0,0,7.75,0,0,1,0,0,0,0.0,0,0,0,0
462,461,48.0,0,0,26.55,0,0,0,0,0,0,0.0,1,1,0,0
463,462,34.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
464,463,47.0,0,0,38.5,0,0,0,0,0,0,0.0,0,1,0,0
465,464,48.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
466,465,27.09905679629961,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
467,466,38.0,0,0,7.05,0,0,0,0,0,0,0.0,0,0,0,0
468,467,33.190455208237054,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0
469,468,56.0,0,0,26.55,0,0,0,0,0,0,0.0,0,1,0,0
470,469,30.90489464527905,0,0,7.725,0,0,1,0,0,0,0.0,0,0,0,0
471,470,0.75,2,1,19.2583,1,1,0,0,0,1,1.0,1,0,0,1
472,471,27.10337327026601,0,0,7.25,0,0,0,0,0,0,0.0,0,0,0,0
473,472,38.0,0,0,8.6625,0,0,0,0,0,0,0.0,0,0,0,0
474,473,33.0,1,2,27.75,1,0,0,1,0,0,0.5,1,0,1,1
475,474,23.0,0,0,13.7917,1,1,0,1,0,0,0.0,1,0,1,0
476,475,22.0,0,0,9.8375,1,0,0,0,0,1,0.0,0,0,0,0
477,476,38.95784829332157,0,0,52.0,0,0,0,0,0,0,0.0,0,1,0,0
478,477,34.0,1,0,21.0,0,0,0,0,0,0,1.0,0,0,1,1
479,478,29.0,1,0,7.0458,0,0,0,0,0,0,0.0,0,0,0,0
480,479,22.0,0,0,7.5208,0,0,0,0,0,0,0.0,0,0,0,0
481,480,2.0,0,1,12.2875,1,0,0,0,0,1,0.0,1,0,0,0
482,481,9.0,5,2,46.9,0,0,0,0,1,0,0.0,0,0,0,0
483,482,33.190455208237054,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0
484,483,50.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
485,484,63.0,0,0,9.5875,1,0,0,1,0,0,0.0,1,0,0,0
486,485,25.0,1,0,91.0792,0,1,0,0,0,0,1.0,1,1,0,1
487,486,15.202508746635239,3,1,25.4667,1,0,0,0,0,1,0.0,0,0,0,0
488,487,35.0,1,0,90.0,1,0,0,1,0,0,0.5,1,1,0,1
489,488,58.0,0,0,29.7,0,1,0,0,0,0,0.0,0,1,0,0
490,489,30.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
491,490,9.0,1,1,15.9,0,0,0,0,1,0,1.0,1,0,0,1
492,491,24.484933361238,1,0,19.9667,0,0,0,0,0,0,0.0,0,0,0,0
493,492,21.0,0,0,7.25,0,0,0,0,0,0,0.0,0,0,0,0
494,493,55.0,0,0,30.5,0,0,0,0,0,0,0.0,0,1,0,0
495,494,71.0,0,0,49.5042,0,1,0,0,0,0,0.0,0,1,0,0
496,495,21.0,0,0,8.05,0,0,0,0,0,0,1.0,0,0,0,1
497,496,25.67264878405809,0,0,14.4583,0,1,0,0,0,0,0.0,0,0,0,0
498,497,54.0,1,0,78.2667,1,1,0,0,0,1,0.0,1,1,0,0
499,498,27.06101786950624,0,0,15.1,0,0,0,0,0,0,0.0,0,0,0,0
500,499,25.0,1,2,151.55,1,0,0,1,0,0,0.5,0,1,0,1
501,500,24.0,0,0,7.7958,0,0,0,0,0,0,0.0,0,0,0,0
502,501,17.0,0,0,8.6625,0,0,0,0,0,0,0.0,0,0,0,0
503,502,21.0,0,0,7.75,1,0,1,0,0,1,0.0,0,0,0,0
504,503,20.896084685243984,0,0,7.6292,1,0,1,0,0,1,0.0,0,0,0,0
505,504,37.0,0,0,9.5875,1,0,0,0,0,1,0.0,0,0,0,0
506,505,16.0,0,0,86.5,1,0,0,0,0,1,0.0,1,1,0,0
507,506,18.0,1,0,108.9,0,1,0,0,0,0,1.0,0,1,0,1
508,507,33.0,0,2,26.0,1,0,0,1,0,0,1.0,1,0,1,1
509,508,39.09516612127839,0,0,26.55,0,0,0,0,0,0,0.0,1,1,0,0
510,509,28.0,0,0,22.525,0,0,0,0,0,0,0.0,0,0,0,0
511,510,26.0,0,0,56.4958,0,0,0,0,0,0,0.0,1,0,0,0
512,511,29.0,0,0,7.75,0,0,1,0,0,0,1.0,1,0,0,1
513,512,30.491321041950563,0,0,8.05,0,0,0,0,0,0,1.0,0,0,0,1
514,513,36.0,0,0,26.2875,0,0,0,0,0,0,0.0,1,1,0,0
515,514,54.0,1,0,59.4,1,1,0,1,0,0,0.0,1,1,0,0
516,515,24.0,0,0,7.4958,0,0,0,0,0,0,0.0,0,0,0,0
517,516,47.0,0,0,34.0208,0,0,0,0,0,0,0.0,0,1,0,0
518,517,34.0,0,0,10.5,1,0,0,1,0,0,0.0,1,0,1,0
519,518,30.816272039229993,0,0,24.15,0,0,1,0,0,0,0.0,0,0,0,0
520,519,36.0,1,0,26.0,1,0,0,1,0,0,0.0,1,0,1,0
521,520,32.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
522,521,30.0,0,0,93.5,1,0,0,0,0,1,0.0,1,1,0,0
523,522,22.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
524,523,25.71167672294393,0,0,7.225,0,1,0,0,0,0,0.0,0,0,0,0
525,524,44.0,0,1,57.9792,1,1,0,1,0,0,1.0,1,1,0,1
526,525,25.711654061454983,0,0,7.2292,0,1,0,0,0,0,0.0,0,0,0,0
527,526,40.5,0,0,7.75,0,0,1,0,0,0,0.0,0,0,0,0
528,527,50.0,0,0,10.5,1,0,0,0,0,1,0.0,1,0,1,0
529,528,38.04178892320507,0,0,221.7792,0,0,0,0,0,0,0.0,0,1,0,0
530,529,39.0,0,0,7.925,0,0,0,0,0,0,0.0,0,0,0,0
531,530,23.0,2,1,11.5,0,0,0,0,0,0,1.0,0,0,1,1
532,531,2.0,1,1,26.0,1,0,0,0,0,1,1.0,1,0,1,1
533,532,25.711654061454983,0,0,7.2292,0,1,0,0,0,0,0.0,0,0,0,0
534,533,17.0,1,1,7.2292,0,1,0,0,0,0,0.0,0,0,0,0
535,534,30.700032155474915,0,2,22.3583,1,1,0,1,0,0,1.0,1,0,0,1
536,535,30.0,0,0,8.6625,1,0,0,0,0,1,0.0,0,0,0,0
537,536,7.0,0,2,26.25,1,0,0,0,0,1,0.3333333333333333,1,0,1,1
538,537,45.0,0,0,26.55,0,0,0,0,0,0,0.0,0,1,0,0
539,538,30.0,0,0,106.425,1,1,0,0,0,1,0.0,1,1,0,0
540,539,27.06425522497872,0,0,14.5,0,0,0,0,0,0,0.0,0,0,0,0
541,540,22.0,0,2,49.5,1,1,0,0,0,1,0.0,1,1,0,0
542,541,36.0,0,2,71.0,1,0,0,0,0,1,0.0,1,1,0,0
543,542,9.0,4,2,31.275,1,0,0,0,0,1,0.25,0,0,0,1
544,543,11.0,4,2,31.275,1,0,0,0,0,1,0.25,0,0,0,1
545,544,32.0,1,0,26.0,0,0,0,0,0,0,1.0,1,0,1,1
546,545,50.0,1,0,106.425,0,1,0,0,0,0,0.0,0,1,0,0
547,546,64.0,0,0,26.0,0,0,0,0,0,0,0.0,0,1,0,0
548,547,19.0,1,0,26.0,1,0,0,1,0,0,1.0,1,0,1,1
549,548,31.723827370725907,0,0,13.8625,0,1,0,0,0,0,0.0,1,0,1,0
550,549,33.0,1,1,20.525,0,0,0,0,0,0,1.0,0,0,0,1
551,550,8.0,1,1,36.75,0,0,0,0,1,0,0.0,1,0,1,0
552,551,17.0,0,2,110.8833,0,1,0,0,0,0,0.5,1,1,0,1
553,552,27.0,0,0,26.0,0,0,0,0,0,0,0.0,0,0,1,0
554,553,32.60046454737269,0,0,7.8292,0,0,1,0,0,0,0.5,0,0,0,1
555,554,22.0,0,0,7.225,0,1,0,0,0,0,0.0,1,0,0,0
556,555,22.0,0,0,7.775,1,0,0,0,0,1,0.0,1,0,0,0
557,556,62.0,0,0,26.55,0,0,0,0,0,0,0.0,0,1,0,0
558,557,48.0,1,0,39.6,1,1,0,1,0,0,1.0,1,1,0,1
559,558,36.61895549070524,0,0,227.525,0,1,0,0,0,0,0.0,0,1,0,0
560,559,39.0,1,1,79.65,1,0,0,1,0,0,0.5,1,1,0,1
561,560,36.0,1,0,17.4,1,0,0,1,0,0,0.0,1,0,0,0
562,561,30.90475975546834,0,0,7.75,0,0,1,0,0,0,0.0,0,0,0,0
563,562,40.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
564,563,28.0,0,0,13.5,0,0,0,0,0,0,0.0,0,0,1,0
565,564,27.09905679629961,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
566,565,21.908411127259694,0,0,8.05,1,0,0,0,0,1,0.0,0,0,0,0
567,566,24.0,2,0,24.15,0,0,0,0,0,0,0.5,0,0,0,1
568,567,19.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
569,568,29.0,0,4,21.075,1,0,0,1,0,0,0.0,0,0,0,0
570,569,25.711654061454983,0,0,7.2292,0,1,0,0,0,0,0.0,0,0,0,0
571,570,32.0,0,0,7.8542,0,0,0,0,0,0,0.0,1,0,0,0
572,571,62.0,0,0,10.5,0,0,0,0,0,0,0.3333333333333333,1,0,1,1
573,572,53.0,2,0,51.4792,1,0,0,1,0,0,0.0,1,1,0,0
574,573,36.0,0,0,26.3875,0,0,0,0,0,0,0.0,1,1,0,0
575,574,17.212125936985366,0,0,7.75,1,0,1,0,0,1,0.6666666666666666,1,0,0,1
576,575,16.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
577,576,19.0,0,0,14.5,0,0,0,0,0,0,0.0,0,0,0,0
578,577,34.0,0,0,13.0,1,0,0,0,0,1,0.0,1,0,1,0
579,578,39.0,1,0,55.9,1,0,0,1,0,0,0.0,1,1,0,0
580,579,27.165164443153873,1,0,14.4583,1,1,0,1,0,0,0.0,0,0,0,0
581,580,32.0,0,0,7.925,0,0,0,0,0,0,0.0,1,0,0,0
582,581,25.0,1,1,30.0,1,0,0,0,0,1,0.0,1,0,1,0
583,582,39.0,1,1,110.8833,1,1,0,1,0,0,0.5,1,1,0,1
584,583,54.0,0,0,26.0,0,0,0,0,0,0,0.0,0,0,1,0
585,584,36.0,0,0,40.125,0,1,0,0,0,0,0.0,0,1,0,0
586,585,25.703650779169386,0,0,8.7125,0,1,0,0,0,0,0.0,0,0,0,0
587,586,18.0,0,2,79.65,1,0,0,0,0,1,0.5,1,1,0,1
588,587,47.0,0,0,15.0,0,0,0,0,0,0,0.0,0,0,1,0
589,588,60.0,1,1,79.2,0,1,0,0,0,0,0.0,1,1,0,0
590,589,22.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
591,590,27.09905679629961,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
592,591,35.0,0,0,7.125,0,0,0,0,0,0,0.0,0,0,0,0
593,592,52.0,1,0,78.2667,1,1,0,1,0,0,0.0,1,1,0,0
594,593,47.0,0,0,7.25,0,0,0,0,0,0,0.0,0,0,0,0
595,594,7.749114322003387,0,2,7.75,1,0,1,0,0,1,0.0,0,0,0,0
596,595,37.0,1,0,26.0,0,0,0,0,0,0,0.0,0,0,1,0
597,596,36.0,1,1,24.15,0,0,0,0,0,0,0.0,0,0,0,0
598,597,27.542824840648827,0,0,33.0,1,0,0,0,0,1,0.0,1,0,1,0
599,598,49.0,0,0,0.0,0,0,0,0,0,0,0.6,0,0,0,1
600,599,25.71167672294393,0,0,7.225,0,1,0,0,0,0,0.0,0,0,0,0
601,600,49.0,1,0,56.9292,0,1,0,0,0,0,1.0,1,1,0,1
602,601,24.0,2,1,27.0,1,0,0,1,0,0,0.0,1,0,1,0
603,602,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
604,603,39.00964598087594,0,0,42.4,0,0,0,0,0,0,0.0,0,1,0,0
605,604,44.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
606,605,35.0,0,0,26.55,0,1,0,0,0,0,0.0,1,1,0,0
607,606,36.0,1,0,15.55,0,0,0,0,0,0,0.0,0,0,0,0
608,607,30.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
609,608,27.0,0,0,30.5,0,0,0,0,0,0,0.0,1,1,0,0
610,609,22.0,1,2,41.5792,1,1,0,1,0,0,0.5,1,0,1,1
611,610,40.0,0,0,153.4625,1,0,0,0,0,1,0.0,1,1,0,0
612,611,39.0,1,5,31.275,1,0,0,1,0,0,0.25,0,0,0,1
613,612,27.104452388754762,0,0,7.05,0,0,0,0,0,0,0.0,0,0,0,0
614,613,15.381704030569587,1,0,15.5,1,0,1,0,0,1,1.0,1,0,0,1
615,614,30.90475975546834,0,0,7.75,0,0,1,0,0,0,0.0,0,0,0,0
616,615,35.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
617,616,24.0,1,2,65.0,1,0,0,0,0,1,1.0,1,0,1,1
618,617,34.0,1,1,14.4,0,0,0,0,0,0,0.0,0,0,0,0
619,618,26.0,1,0,16.1,1,0,0,1,0,0,0.0,0,0,0,0
620,619,4.0,2,1,39.0,1,0,0,0,0,1,1.0,1,0,1,1
621,620,26.0,0,0,10.5,0,0,0,0,0,0,0.0,0,0,1,0
622,621,27.0,1,0,14.4542,0,1,0,0,0,0,1.0,0,0,0,1
623,622,42.0,1,0,52.5542,0,0,0,0,0,0,0.0,1,1,0,0
624,623,20.0,1,1,15.7417,0,1,0,0,0,0,1.0,1,0,0,1
625,624,21.0,0,0,7.8542,0,0,0,0,0,0,0.0,0,0,0,0
626,625,21.0,0,0,16.1,0,0,0,0,0,0,0.0,0,0,0,0
627,626,61.0,0,0,32.3208,0,0,0,0,0,0,0.0,0,1,0,0
628,627,57.0,0,0,12.35,0,0,1,0,0,0,0.0,0,0,1,0
629,628,21.0,0,0,77.9583,1,0,0,0,0,1,0.0,1,1,0,0
630,629,26.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
631,630,30.904849861860967,0,0,7.7333,0,0,1,0,0,0,0.0,0,0,0,0
632,631,80.0,0,0,30.0,0,0,0,0,0,0,0.0,1,1,0,0
633,632,51.0,0,0,7.0542,0,0,0,0,0,0,0.0,0,0,0,0
634,633,32.0,0,0,30.5,0,1,0,0,0,0,0.0,1,1,0,0
635,634,39.23841910092321,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0,0
636,635,9.0,3,2,27.9,1,0,0,0,0,1,0.0,0,0,0,0
637,636,28.0,0,0,13.0,1,0,0,0,0,1,0.0,1,0,1,0
638,637,32.0,0,0,7.925,0,0,0,0,0,0,0.0,0,0,0,0
639,638,31.0,1,1,26.25,0,0,0,0,0,0,1.0,0,0,1,1
640,639,41.0,0,5,39.6875,1,0,0,1,0,0,0.0,0,0,0,0
641,640,27.89806074423961,1,0,16.1,0,0,0,0,0,0,1.0,0,0,0,1
642,641,20.0,0,0,7.8542,0,0,0,0,0,0,0.0,0,0,0,0
643,642,24.0,0,0,69.3,1,1,0,0,0,0,0.0,1,1,0,0
644,643,2.0,3,2,27.9,1,0,0,0,0,1,0.0,0,0,0,0
645,644,26.83766300337984,0,0,56.4958,0,0,0,0,0,0,0.0,1,0,0,0
646,645,0.75,2,1,19.2583,1,1,0,0,0,1,1.0,1,0,0,1
647,646,48.0,1,0,76.7292,0,1,0,0,0,0,0.6666666666666666,1,1,0,1
648,647,19.0,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
649,648,56.0,0,0,35.5,0,1,0,0,0,0,0.0,1,1,0,0
650,649,27.101754592527488,0,0,7.55,0,0,0,0,0,0,0.0,0,0,0,0
651,650,23.0,0,0,7.55,1,0,0,0,0,1,0.0,1,0,0,0
652,651,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
653,652,18.0,0,1,23.0,1,0,0,0,0,1,1.0,1,0,1,1
654,653,21.0,0,0,8.4333,0,0,0,0,0,0,0.0,0,0,0,0
655,654,20.901934649431283,0,0,7.8292,1,0,1,0,0,1,0.0,1,0,0,0
656,655,18.0,0,0,6.75,1,0,1,0,0,1,0.0,0,0,0,0
657,656,24.0,2,0,73.5,0,0,0,0,0,0,0.0,0,0,1,0
658,657,27.099888796654987,0,0,7.8958,0,0,0,0,0,0,0.0,0,0,0,0
659,658,32.0,1,1,15.5,1,0,1,1,0,0,0.0,0,0,0,0
660,659,23.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
661,660,58.0,0,2,113.275,0,1,0,0,0,0,1.0,0,1,0,1
662,661,50.0,2,0,133.65,0,0,0,0,0,0,1.0,1,1,0,1
663,662,40.0,0,0,7.225,0,1,0,0,0,0,0.0,0,0,0,0
664,663,47.0,0,0,25.5875,0,0,0,0,0,0,0.0,0,1,0,0
665,664,36.0,0,0,7.4958,0,0,0,0,0,0,0.0,0,0,0,0
666,665,20.0,1,0,7.925,0,0,0,0,0,0,0.0,1,0,0,0
667,666,32.0,2,0,73.5,0,0,0,0,0,0,0.0,0,0,1,0
668,667,25.0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,1,0
669,668,27.10054058422474,0,0,7.775,0,0,0,0,0,0,0.0,0,0,0,0
670,669,43.0,0,0,8.05,0,0,0,0,0,0,0.0,0,0,0,0
671,670,34.660918067732396,1,0,52.0,1,0,0,1,0,0,1.0,1,1,0,1
